1,0.166667
2,0.388889
3,0.388889
4,0.388889
5,0.388889
6,0.388889
7,0.388889
8,0.388889
9,0.388889
10,0.388889
11,0.388889
12,0.388889
13,0.388889
14,0.388889
15,0.388889
16,0.388889
17,0.388889
18,0.388889
19,0.388889
20,0.388889
21,0.388889
22,0.388889
23,0.388889
24,0.388889
25,0.388889
26,0.388889
27,0.388889
28,0.388889
29,0.388889
30,0.388889
31,0.388889
32,0.388889
33,0.388889
34,0.388889
35,0.388889
36,0.388889
37,0.388889
38,0.388889
39,0.388889
40,0.388889
41,0.388889
42,0.388889
43,0.388889
44,0.388889
45,0.388889
46,0.388889
47,0.388889
48,0.388889
49,0.388889
50,0.388889
51,0.388889
52,0.388889
53,0.388889
54,0.388889
55,0.388889
56,0.388889
57,0.388889
58,0.388889
59,0.388889
60,0.388889
61,0.388889
62,0.388889
63,0.388889
64,0.388889
65,0.388889
66,0.388889
67,0.388889
68,0.388889
69,0.388889
70,0.388889
71,0.388889
72,0.388889
73,0.388889
74,0.388889
75,0.388889
76,0.388889
77,0.388889
78,0.388889
79,0.388889
80,0.388889
81,0.416667
82,0.416667
83,0.416667
84,0.416667
85,0.416667
86,0.416667
87,0.416667
88,0.416667
89,0.416667
90,0.416667
91,0.416667
92,0.416667
93,0.416667
94,0.416667
95,0.416667
96,0.416667
97,0.416667
98,0.444444
99,0.444444
100,0.444444
101,0.444444
102,0.444444
103,0.444444
104,0.444444
105,0.444444
106,0.444444
107,0.444444
108,0.444444
109,0.444444
110,0.444444
111,0.444444
112,0.444444
113,0.444444
114,0.444444
115,0.444444
116,0.444444
117,0.444444
118,0.444444
119,0.472222
120,0.472222
121,0.5
122,0.5
123,0.5
124,0.5
125,0.5
126,0.5
127,0.5
128,0.5
129,0.5
130,0.527778
131,0.527778
132,0.527778
133,0.527778
134,0.527778
135,0.527778
136,0.527778
137,0.527778
138,0.527778
139,0.527778
140,0.527778
141,0.527778
142,0.527778
143,0.555556
144,0.555556
145,0.555556
146,0.555556
147,0.555556
148,0.555556
149,0.555556
150,0.555556
151,0.555556
152,0.555556
153,0.583333
154,0.583333
155,0.583333
156,0.583333
157,0.583333
158,0.583333
159,0.583333
160,0.583333
161,0.583333
162,0.583333
163,0.583333
164,0.583333
165,0.583333
166,0.583333
167,0.583333
168,0.583333
169,0.583333
170,0.611111
171,0.611111
172,0.611111
173,0.611111
174,0.611111
175,0.611111
176,0.611111
177,0.611111
178,0.611111
179,0.611111
180,0.611111
181,0.611111
182,0.611111
183,0.611111
184,0.611111
185,0.611111
186,0.611111
187,0.638889
188,0.638889
189,0.638889
190,0.638889
191,0.638889
192,0.638889
193,0.638889
194,0.638889
195,0.638889
196,0.638889
197,0.638889
198,0.638889
199,0.638889
200,0.638889
201,0.638889
202,0.638889
203,0.638889
204,0.666667
205,0.666667
206,0.666667
207,0.666667
208,0.666667
209,0.666667
210,0.666667
211,0.666667
212,0.666667
213,0.666667
214,0.666667
215,0.666667
216,0.666667
217,0.666667
218,0.666667
219,0.666667
220,0.666667
221,0.666667
222,0.666667
223,0.666667
224,0.666667
225,0.666667
226,0.666667
227,0.666667
228,0.666667
229,0.666667
230,0.666667
231,0.666667
232,0.666667
233,0.666667
234,0.666667
235,0.666667
236,0.666667
237,0.666667
238,0.666667
239,0.666667
240,0.666667
241,0.666667
242,0.666667
243,0.666667
244,0.666667
245,0.666667
246,0.666667
247,0.666667
248,0.666667
249,0.666667
250,0.666667
251,0.666667
252,0.666667
253,0.666667
254,0.666667
255,0.666667
256,0.666667
257,0.666667
258,0.666667
259,0.666667
260,0.666667
261,0.666667
262,0.666667
263,0.666667
264,0.666667
265,0.666667
266,0.666667
267,0.666667
268,0.666667
269,0.666667
270,0.666667
271,0.666667
272,0.666667
273,0.666667
274,0.666667
275,0.666667
276,0.666667
277,0.666667
278,0.666667
279,0.666667
280,0.666667
281,0.666667
282,0.666667
283,0.666667
284,0.666667
285,0.666667
286,0.666667
287,0.666667
288,0.666667
289,0.666667
290,0.666667
291,0.666667
292,0.666667
293,0.666667
294,0.666667
295,0.666667
296,0.666667
297,0.666667
298,0.666667
299,0.666667
300,0.666667
301,0.666667
302,0.666667
303,0.666667
304,0.666667
305,0.666667
306,0.666667
307,0.666667
308,0.666667
309,0.666667
310,0.666667
311,0.666667
312,0.666667
313,0.666667
314,0.666667
315,0.666667
316,0.666667
317,0.666667
318,0.666667
319,0.666667
320,0.666667
321,0.666667
322,0.666667
323,0.666667
324,0.666667
325,0.666667
326,0.666667
327,0.666667
328,0.666667
329,0.666667
330,0.666667
331,0.666667
332,0.666667
333,0.666667
334,0.666667
335,0.666667
336,0.666667
337,0.666667
338,0.666667
339,0.666667
340,0.666667
341,0.666667
342,0.666667
343,0.666667
344,0.666667
345,0.666667
346,0.666667
347,0.666667
348,0.666667
349,0.666667
350,0.666667
351,0.666667
352,0.666667
353,0.666667
354,0.666667
355,0.666667
356,0.666667
357,0.666667
358,0.666667
359,0.666667
360,0.666667
361,0.666667
362,0.666667
363,0.666667
364,0.666667
365,0.666667
366,0.666667
367,0.666667
368,0.666667
369,0.666667
370,0.666667
371,0.666667
372,0.666667
373,0.666667
374,0.666667
375,0.666667
376,0.666667
377,0.666667
378,0.666667
379,0.666667
380,0.666667
381,0.666667
382,0.666667
383,0.666667
384,0.666667
385,0.666667
386,0.666667
387,0.666667
388,0.666667
389,0.666667
390,0.666667
391,0.666667
392,0.666667
393,0.666667
394,0.666667
395,0.666667
396,0.666667
397,0.666667
398,0.666667
399,0.666667
400,0.666667
